"","Sigma","Type","M","Participant","Graph.Type","Error","Error..unsigned.","Index","Filepath","isValidation"
"790",0.1,"line",0.1,"P1","area",-0.02,0.02,13,"img/line/area/s0.1m0.1/",0
"791",0.1,"quad",-0.2,"P1","area",-0.06,0.06,14,"img/quad/area/s0.1m-0.2/",0
"792",0.2,"line",-0.4,"P1","line",0.08,0.08,15,"img/line/line/s0.2m-0.4/",0
"793",0.2,"trig",-0.2,"P1","line",-0.1,0.1,16,"img/trig/line/s0.2m-0.2/",0
"794",0.05,"quad",0.2,"P1","scatter",0.03,0.03,17,"img/quad/scatter/s0.05m0.2/",0
"795",0.1,"trig",-0.1,"P1","line",0.01,0.01,18,"img/trig/line/s0.1m-0.1/",0
"796",0.1,"line",0.2,"P1","scatter",0.1,0.1,20,"img/line/scatter/s0.1m0.2/",0
"797",0.2,"quad",-0.8,"P1","scatter",-0.11,0.11,21,"img/quad/scatter/s0.2m-0.8/",0
"798",0.15,"line",-0.8,"P1","line",-0.05,0.05,22,"img/line/line/s0.15m-0.8/",0
"799",0.05,"trig",0.8,"P1","scatter",0.02,0.02,23,"img/trig/scatter/s0.05m0.8/",0
"800",0.05,"quad",-0.8,"P1","area",0.03,0.03,24,"img/quad/area/s0.05m-0.8/",0
"801",0.15,"trig",-0.8,"P1","area",-0.12,0.12,25,"img/trig/area/s0.15m-0.8/",0
"802",0.1,"line",0.8,"P1","scatter",0.08,0.08,26,"img/line/scatter/s0.1m0.8/",0
"803",0.05,"quad",0.8,"P1","line",0.05,0.05,27,"img/quad/line/s0.05m0.8/",0
"804",0.1,"line",0.2,"P1","area",-0.05,0.05,28,"img/line/area/s0.1m0.2/",0
"805",0.2,"trig",-0.8,"P1","area",-0.01,0.01,29,"img/trig/area/s0.2m-0.8/",0
"806",0.1,"quad",0.8,"P1","area",-0.01,0.01,30,"img/quad/area/s0.1m0.8/",0
"807",0.1,"trig",-0.2,"P1","line",0.04,0.04,31,"img/trig/line/s0.1m-0.2/",0
"808",0.15,"line",-0.1,"P1","area",0.04,0.04,32,"img/line/area/s0.15m-0.1/",0
"809",0.2,"quad",0.4,"P1","scatter",-0.03,0.03,33,"img/quad/scatter/s0.2m0.4/",0
"810",0.05,"line",0.2,"P1","line",-0.01,0.01,34,"img/line/line/s0.05m0.2/",0
"811",0.15,"trig",-0.4,"P1","area",0.12,0.12,35,"img/trig/area/s0.15m-0.4/",0
"812",0.1,"quad",0.4,"P1","area",-0.07,0.07,36,"img/quad/area/s0.1m0.4/",0
"813",0.1,"trig",0.4,"P1","line",0,0,37,"img/trig/line/s0.1m0.4/",0
"814",0.15,"line",-0.8,"P1","scatter",-0.11,0.11,39,"img/line/scatter/s0.15m-0.8/",0
"815",0.05,"quad",-0.4,"P1","scatter",-0.01,0.01,40,"img/quad/scatter/s0.05m-0.4/",0
"816",0.2,"line",-0.2,"P1","area",-0.17,0.17,41,"img/line/area/s0.2m-0.2/",0
"817",0.2,"trig",0.8,"P1","scatter",0.08,0.08,42,"img/trig/scatter/s0.2m0.8/",0
"818",0.15,"quad",0.2,"P1","area",0.15,0.15,43,"img/quad/area/s0.15m0.2/",0
"819",0.2,"trig",0.4,"P1","line",0.09,0.09,44,"img/trig/line/s0.2m0.4/",0
"820",0.15,"line",0.1,"P1","line",0.05,0.05,45,"img/line/line/s0.15m0.1/",0
"821",0.2,"quad",0.8,"P1","line",-0.21,0.21,46,"img/quad/line/s0.2m0.8/",0
"822",0.15,"line",0.4,"P1","line",-0.04,0.04,47,"img/line/line/s0.15m0.4/",0
"823",0.05,"trig",-0.8,"P1","scatter",0.01,0.01,48,"img/trig/scatter/s0.05m-0.8/",0
"824",0.05,"quad",-0.4,"P1","area",-0.03,0.03,49,"img/quad/area/s0.05m-0.4/",0
"825",0.1,"trig",-0.2,"P1","scatter",-0.06,0.06,50,"img/trig/scatter/s0.1m-0.2/",0
"826",0.15,"line",0.8,"P1","area",-0.06,0.06,51,"img/line/area/s0.15m0.8/",0
"827",0.2,"quad",0.1,"P1","line",-0.12,0.12,52,"img/quad/line/s0.2m0.1/",0
"828",0.1,"line",-0.8,"P1","scatter",-0.1,0.1,53,"img/line/scatter/s0.1m-0.8/",0
"829",0.2,"trig",-0.8,"P1","line",-0.05,0.05,54,"img/trig/line/s0.2m-0.8/",0
"830",0.2,"quad",0.1,"P1","area",0.01,0.01,55,"img/quad/area/s0.2m0.1/",0
"831",0.05,"trig",-0.2,"P1","area",0,0,56,"img/trig/area/s0.05m-0.2/",0
"832",0.05,"line",-0.2,"P1","area",-0.01,0.01,57,"img_validation/line/area/s0.05m-0.2/",1
"833",0.2,"line",-0.2,"P1","scatter",0.01,0.01,58,"img/line/scatter/s0.2m-0.2/",0
"834",0.1,"quad",-0.4,"P1","scatter",-0.04,0.04,59,"img/quad/scatter/s0.1m-0.4/",0
"835",0.2,"line",0.8,"P1","area",-0.07,0.07,60,"img/line/area/s0.2m0.8/",0
"836",0.15,"trig",-0.2,"P1","scatter",-0.17,0.17,61,"img/trig/scatter/s0.15m-0.2/",0
"837",0.1,"quad",-0.8,"P1","line",-0.04,0.04,62,"img/quad/line/s0.1m-0.8/",0
"838",0.1,"trig",0.2,"P1","line",0.03,0.03,63,"img/trig/line/s0.1m0.2/",0
"839",0.1,"line",-0.8,"P1","area",0.06,0.06,64,"img/line/area/s0.1m-0.8/",0
"840",0.05,"quad",-0.4,"P1","line",-0.03,0.03,65,"img/quad/line/s0.05m-0.4/",0
"841",0.05,"line",-0.1,"P1","scatter",0.02,0.02,66,"img/line/scatter/s0.05m-0.1/",0
"842",0.1,"trig",-0.1,"P1","scatter",-0.08,0.08,67,"img/trig/scatter/s0.1m-0.1/",0
"843",0.15,"quad",0.2,"P1","line",0.05,0.05,68,"img/quad/line/s0.15m0.2/",0
"844",0.05,"trig",0.4,"P1","area",0.05,0.05,69,"img/trig/area/s0.05m0.4/",0
"845",0.15,"line",0.8,"P1","scatter",0.12,0.12,70,"img/line/scatter/s0.15m0.8/",0
"846",0.1,"quad",-0.4,"P1","line",-0.07,0.07,71,"img/quad/line/s0.1m-0.4/",0
"847",0.15,"line",-0.4,"P1","line",-0.05,0.05,72,"img/line/line/s0.15m-0.4/",0
"848",0.1,"trig",-0.4,"P1","area",-0.02,0.02,73,"img/trig/area/s0.1m-0.4/",0
"849",0.2,"quad",0.2,"P1","area",-0.26,0.26,74,"img/quad/area/s0.2m0.2/",0
"850",0.15,"trig",0.1,"P1","area",0.12,0.12,75,"img/trig/area/s0.15m0.1/",0
"851",0.2,"line",-0.4,"P1","area",-0.16,0.16,77,"img/line/area/s0.2m-0.4/",0
"852",0.1,"quad",0.8,"P1","line",-0.03,0.03,78,"img/quad/line/s0.1m0.8/",0
"853",0.15,"line",0.1,"P1","scatter",0.17,0.17,79,"img/line/scatter/s0.15m0.1/",0
"854",0.2,"trig",0.1,"P1","scatter",0.16,0.16,80,"img/trig/scatter/s0.2m0.1/",0
"855",0.2,"quad",-0.1,"P1","scatter",0,0,81,"img/quad/scatter/s0.2m-0.1/",0
"856",0.05,"trig",-0.2,"P1","scatter",-0.01,0.01,82,"img/trig/scatter/s0.05m-0.2/",0
"857",0.15,"line",-0.1,"P1","line",0.07,0.07,83,"img/line/line/s0.15m-0.1/",0
"858",0.05,"quad",0.4,"P1","line",0.01,0.01,84,"img/quad/line/s0.05m0.4/",0
"859",0.15,"line",-0.2,"P1","area",-0.03,0.03,85,"img/line/area/s0.15m-0.2/",0
"860",0.05,"trig",-0.2,"P1","line",0.01,0.01,86,"img/trig/line/s0.05m-0.2/",0
"861",0.05,"quad",0.4,"P1","scatter",0.01,0.01,87,"img/quad/scatter/s0.05m0.4/",0
"862",0.15,"trig",-0.1,"P1","scatter",-0.13,0.13,88,"img/trig/scatter/s0.15m-0.1/",0
"863",0.15,"line",0.8,"P1","line",0.1,0.1,89,"img/line/line/s0.15m0.8/",0
"864",0.1,"quad",0.4,"P1","scatter",0.03,0.03,90,"img/quad/scatter/s0.1m0.4/",0
"865",0.15,"line",0.4,"P1","area",-0.07,0.07,91,"img/line/area/s0.15m0.4/",0
"866",0.05,"trig",0.8,"P1","area",0.03,0.03,92,"img/trig/area/s0.05m0.8/",0
"867",0.15,"quad",-0.4,"P1","scatter",-0.08,0.08,93,"img/quad/scatter/s0.15m-0.4/",0
"868",0.2,"trig",0.4,"P1","area",0.09,0.09,94,"img/trig/area/s0.2m0.4/",0
"869",0.1,"line",0.1,"P1","scatter",-0.09,0.09,95,"img/line/scatter/s0.1m0.1/",0
"870",0.05,"quad",0.1,"P1","area",-0.08,0.08,96,"img/quad/area/s0.05m0.1/",0
"871",0.15,"line",-0.2,"P1","line",0.06,0.06,97,"img/line/line/s0.15m-0.2/",0
"872",0.2,"trig",0.2,"P1","line",-0.08,0.08,98,"img/trig/line/s0.2m0.2/",0
"873",0.2,"quad",-0.4,"P1","scatter",-0.07,0.07,99,"img/quad/scatter/s0.2m-0.4/",0
"874",0.05,"quad",-0.8,"P2","line",0.03,0.03,0,"img/quad/line/s0.05m-0.8/",0
"875",0.05,"trig",0.2,"P2","area",0.02,0.02,1,"img/trig/area/s0.05m0.2/",0
"876",0.1,"line",-0.1,"P2","area",-0.03,0.03,2,"img/line/area/s0.1m-0.1/",0
"877",0.05,"trig",-0.1,"P2","area",-0.05,0.05,3,"img/trig/area/s0.05m-0.1/",0
"878",0.1,"quad",0.1,"P2","line",0.05,0.05,4,"img/quad/line/s0.1m0.1/",0
"879",0.15,"line",0.2,"P2","scatter",0.29,0.29,5,"img/line/scatter/s0.15m0.2/",0
"880",0.2,"quad",-0.1,"P2","area",0,0,6,"img/quad/area/s0.2m-0.1/",0
"881",0.2,"trig",0.2,"P2","scatter",0.27,0.27,7,"img/trig/scatter/s0.2m0.2/",0
"882",0.05,"line",0.1,"P2","scatter",0.04,0.04,8,"img/line/scatter/s0.05m0.1/",0
"883",0.05,"trig",-0.1,"P2","line",-0.01,0.01,9,"img/trig/line/s0.05m-0.1/",0
"884",0.05,"quad",0.1,"P2","line",0.02,0.02,10,"img/quad/line/s0.05m0.1/",0
"885",0.15,"line",0.4,"P2","scatter",0.21,0.21,11,"img/line/scatter/s0.15m0.4/",0
"886",0.2,"quad",-0.1,"P2","line",-0.01,0.01,12,"img/quad/line/s0.2m-0.1/",0
"887",0.1,"trig",0.1,"P2","area",0.1,0.1,13,"img/trig/area/s0.1m0.1/",0
"888",0.1,"line",-0.2,"P2","area",0.04,0.04,14,"img/line/area/s0.1m-0.2/",0
"889",0.2,"trig",-0.4,"P2","line",-0.08,0.08,15,"img/trig/line/s0.2m-0.4/",0
"890",0.2,"quad",-0.2,"P2","line",-0.02,0.02,16,"img/quad/line/s0.2m-0.2/",0
"891",0.05,"line",0.2,"P2","scatter",-0.01,0.01,17,"img/line/scatter/s0.05m0.2/",0
"892",0.1,"quad",-0.1,"P2","line",0.07,0.07,18,"img/quad/line/s0.1m-0.1/",0
"893",0.1,"trig",0.2,"P2","scatter",0.13,0.13,20,"img/trig/scatter/s0.1m0.2/",0
"894",0.2,"line",-0.8,"P2","scatter",-0.15,0.15,21,"img/line/scatter/s0.2m-0.8/",0
"895",0.15,"trig",-0.8,"P2","line",-0.12,0.12,22,"img/trig/line/s0.15m-0.8/",0
"896",0.05,"quad",0.8,"P2","scatter",0.04,0.04,23,"img/quad/scatter/s0.05m0.8/",0
"897",0.05,"line",-0.8,"P2","area",0.03,0.03,24,"img/line/area/s0.05m-0.8/",0
"898",0.15,"quad",-0.8,"P2","area",-0.06,0.06,25,"img/quad/area/s0.15m-0.8/",0
"899",0.1,"trig",0.8,"P2","scatter",0.22,0.22,26,"img/trig/scatter/s0.1m0.8/",0
"900",0.05,"line",0.8,"P2","line",0.03,0.03,27,"img/line/line/s0.05m0.8/",0
"901",0.1,"trig",0.2,"P2","area",0.17,0.17,28,"img/trig/area/s0.1m0.2/",0
"902",0.2,"quad",-0.8,"P2","area",-0.02,0.02,29,"img/quad/area/s0.2m-0.8/",0
"903",0.1,"line",0.8,"P2","area",0.15,0.15,30,"img/line/area/s0.1m0.8/",0
"904",0.1,"quad",-0.2,"P2","line",0.01,0.01,31,"img/quad/line/s0.1m-0.2/",0
"905",0.15,"trig",-0.1,"P2","area",0.03,0.03,32,"img/trig/area/s0.15m-0.1/",0
"906",0.2,"line",0.4,"P2","scatter",-0.02,0.02,33,"img/line/scatter/s0.2m0.4/",0
"907",0.05,"trig",0.2,"P2","line",0.02,0.02,34,"img/trig/line/s0.05m0.2/",0
"908",0.15,"quad",-0.4,"P2","area",-0.08,0.08,35,"img/quad/area/s0.15m-0.4/",0
"909",0.1,"line",0.4,"P2","area",-0.03,0.03,36,"img/line/area/s0.1m0.4/",0
"910",0.1,"quad",0.4,"P2","line",-0.01,0.01,37,"img/quad/line/s0.1m0.4/",0
"911",0.15,"trig",-0.8,"P2","scatter",0.08,0.08,39,"img/trig/scatter/s0.15m-0.8/",0
"912",0.05,"line",-0.4,"P2","scatter",-0.02,0.02,40,"img/line/scatter/s0.05m-0.4/",0
"913",0.2,"trig",-0.2,"P2","area",-0.14,0.14,41,"img/trig/area/s0.2m-0.2/",0
"914",0.2,"quad",0.8,"P2","scatter",-0.07,0.07,42,"img/quad/scatter/s0.2m0.8/",0
"915",0.15,"line",0.2,"P2","area",0.18,0.18,43,"img/line/area/s0.15m0.2/",0
"916",0.2,"quad",0.4,"P2","line",-0.01,0.01,44,"img/quad/line/s0.2m0.4/",0
"917",0.15,"trig",0.1,"P2","line",0.05,0.05,45,"img/trig/line/s0.15m0.1/",0
"918",0.2,"line",0.8,"P2","line",0.29,0.29,46,"img/line/line/s0.2m0.8/",0
"919",0.15,"trig",0.4,"P2","line",0.12,0.12,47,"img/trig/line/s0.15m0.4/",0
"920",0.05,"quad",-0.8,"P2","scatter",-0.06,0.06,48,"img/quad/scatter/s0.05m-0.8/",0
"921",0.05,"line",-0.4,"P2","area",0.08,0.08,49,"img/line/area/s0.05m-0.4/",0
"922",0.1,"quad",-0.2,"P2","scatter",-0.13,0.13,50,"img/quad/scatter/s0.1m-0.2/",0
"923",0.15,"trig",0.8,"P2","area",0.1,0.1,51,"img/trig/area/s0.15m0.8/",0
"924",0.2,"line",0.1,"P2","line",-0.03,0.03,52,"img/line/line/s0.2m0.1/",0
"925",0.1,"trig",-0.8,"P2","scatter",-0.13,0.13,53,"img/trig/scatter/s0.1m-0.8/",0
"926",0.2,"quad",-0.8,"P2","line",-0.16,0.16,54,"img/quad/line/s0.2m-0.8/",0
"927",0.2,"line",0.1,"P2","area",-0.01,0.01,55,"img/line/area/s0.2m0.1/",0
"928",0.05,"quad",-0.2,"P2","area",-0.03,0.03,56,"img/quad/area/s0.05m-0.2/",0
"929",0.2,"trig",-0.2,"P2","scatter",-0.09,0.09,58,"img/trig/scatter/s0.2m-0.2/",0
"930",0.1,"line",-0.4,"P2","scatter",-0.06,0.06,59,"img/line/scatter/s0.1m-0.4/",0
"931",0.2,"trig",0.8,"P2","area",0.02,0.02,60,"img/trig/area/s0.2m0.8/",0
"932",0.15,"quad",-0.2,"P2","scatter",-0.2,0.2,61,"img/quad/scatter/s0.15m-0.2/",0
"933",0.1,"line",-0.8,"P2","line",-0.03,0.03,62,"img/line/line/s0.1m-0.8/",0
"934",0.1,"quad",0.2,"P2","line",0.07,0.07,63,"img/quad/line/s0.1m0.2/",0
"935",0.1,"trig",-0.8,"P2","area",-0.13,0.13,64,"img/trig/area/s0.1m-0.8/",0
"936",0.05,"line",-0.4,"P2","line",-0.04,0.04,65,"img/line/line/s0.05m-0.4/",0
"937",0.05,"trig",-0.1,"P2","scatter",-0.04,0.04,66,"img/trig/scatter/s0.05m-0.1/",0
"938",0.1,"quad",-0.1,"P2","scatter",0.01,0.01,67,"img/quad/scatter/s0.1m-0.1/",0
"939",0.15,"line",0.2,"P2","line",0.02,0.02,68,"img/line/line/s0.15m0.2/",0
"940",0.05,"quad",0.4,"P2","area",0,0,69,"img/quad/area/s0.05m0.4/",0
"941",0.15,"trig",0.8,"P2","scatter",0.07,0.07,70,"img/trig/scatter/s0.15m0.8/",0
"942",0.1,"line",-0.4,"P2","line",0,0,71,"img/line/line/s0.1m-0.4/",0
"943",0.15,"trig",-0.4,"P2","line",0.12,0.12,72,"img/trig/line/s0.15m-0.4/",0
"944",0.1,"quad",-0.4,"P2","area",0.02,0.02,73,"img/quad/area/s0.1m-0.4/",0
"945",0.2,"line",0.2,"P2","area",0.05,0.05,74,"img/line/area/s0.2m0.2/",0
"946",0.15,"quad",0.1,"P2","area",0.1,0.1,75,"img/quad/area/s0.15m0.1/",0
"947",0.05,"line",-0.2,"P2","area",-0.02,0.02,76,"img_validation/line/area/s0.05m-0.2/",1
"948",0.2,"trig",-0.4,"P2","area",-0.14,0.14,77,"img/trig/area/s0.2m-0.4/",0
"949",0.1,"line",0.8,"P2","line",-0.06,0.06,78,"img/line/line/s0.1m0.8/",0
"950",0.15,"trig",0.1,"P2","scatter",0.18,0.18,79,"img/trig/scatter/s0.15m0.1/",0
"951",0.2,"quad",0.1,"P2","scatter",0.08,0.08,80,"img/quad/scatter/s0.2m0.1/",0
"952",0.2,"line",-0.1,"P2","scatter",-0.15,0.15,81,"img/line/scatter/s0.2m-0.1/",0
"953",0.05,"quad",-0.2,"P2","scatter",0.03,0.03,82,"img/quad/scatter/s0.05m-0.2/",0
"954",0.15,"trig",-0.1,"P2","line",-0.03,0.03,83,"img/trig/line/s0.15m-0.1/",0
"955",0.05,"line",0.4,"P2","line",0.08,0.08,84,"img/line/line/s0.05m0.4/",0
"956",0.15,"trig",-0.2,"P2","area",-0.14,0.14,85,"img/trig/area/s0.15m-0.2/",0
"957",0.05,"quad",-0.2,"P2","line",-0.03,0.03,86,"img/quad/line/s0.05m-0.2/",0
"958",0.05,"line",0.4,"P2","scatter",0.07,0.07,87,"img/line/scatter/s0.05m0.4/",0
"959",0.15,"quad",-0.1,"P2","scatter",-0.12,0.12,88,"img/quad/scatter/s0.15m-0.1/",0
"960",0.15,"trig",0.8,"P2","line",0.05,0.05,89,"img/trig/line/s0.15m0.8/",0
"961",0.1,"line",0.4,"P2","scatter",0.15,0.15,90,"img/line/scatter/s0.1m0.4/",0
"962",0.15,"trig",0.4,"P2","area",0.18,0.18,91,"img/trig/area/s0.15m0.4/",0
"963",0.05,"quad",0.8,"P2","area",0.03,0.03,92,"img/quad/area/s0.05m0.8/",0
"964",0.15,"line",-0.4,"P2","scatter",-0.15,0.15,93,"img/line/scatter/s0.15m-0.4/",0
"965",0.2,"quad",0.4,"P2","area",0.16,0.16,94,"img/quad/area/s0.2m0.4/",0
"966",0.1,"trig",0.1,"P2","scatter",0.11,0.11,95,"img/trig/scatter/s0.1m0.1/",0
"967",0.05,"line",0.1,"P2","area",0.04,0.04,96,"img/line/area/s0.05m0.1/",0
"968",0.15,"trig",-0.2,"P2","line",-0.1,0.1,97,"img/trig/line/s0.15m-0.2/",0
"969",0.2,"quad",0.2,"P2","line",0.03,0.03,98,"img/quad/line/s0.2m0.2/",0
"970",0.2,"line",-0.4,"P2","scatter",-0.1,0.1,99,"img/line/scatter/s0.2m-0.4/",0
"971",0.05,"line",-0.8,"P3","line",0.01,0.01,0,"img/line/line/s0.05m-0.8/",0
"972",0.05,"quad",0.2,"P3","area",0,0,1,"img/quad/area/s0.05m0.2/",0
"973",0.1,"trig",-0.1,"P3","area",0.13,0.13,2,"img/trig/area/s0.1m-0.1/",0
"974",0.05,"quad",-0.1,"P3","area",-0.03,0.03,3,"img/quad/area/s0.05m-0.1/",0
"975",0.1,"line",0.1,"P3","line",0.07,0.07,4,"img/line/line/s0.1m0.1/",0
"976",0.15,"trig",0.2,"P3","scatter",0.2,0.2,5,"img/trig/scatter/s0.15m0.2/",0
"977",0.2,"line",-0.1,"P3","area",-0.23,0.23,6,"img/line/area/s0.2m-0.1/",0
"978",0.2,"quad",0.2,"P3","scatter",0.03,0.03,7,"img/quad/scatter/s0.2m0.2/",0
"979",0.05,"trig",0.1,"P3","scatter",0,0,8,"img/trig/scatter/s0.05m0.1/",0
"980",0.05,"quad",-0.1,"P3","line",-0.02,0.02,9,"img/quad/line/s0.05m-0.1/",0
"981",0.05,"line",0.1,"P3","line",0.05,0.05,10,"img/line/line/s0.05m0.1/",0
"982",0.15,"trig",0.4,"P3","scatter",0.01,0.01,11,"img/trig/scatter/s0.15m0.4/",0
"983",0.2,"line",-0.1,"P3","line",-0.11,0.11,12,"img/line/line/s0.2m-0.1/",0
"984",0.1,"quad",0.1,"P3","area",0.15,0.15,13,"img/quad/area/s0.1m0.1/",0
"985",0.1,"trig",-0.2,"P3","area",0.02,0.02,14,"img/trig/area/s0.1m-0.2/",0
"986",0.2,"quad",-0.4,"P3","line",-0.04,0.04,15,"img/quad/line/s0.2m-0.4/",0
"987",0.2,"line",-0.2,"P3","line",-0.01,0.01,16,"img/line/line/s0.2m-0.2/",0
"988",0.05,"trig",0.2,"P3","scatter",-0.05,0.05,17,"img/trig/scatter/s0.05m0.2/",0
"989",0.1,"line",-0.1,"P3","line",0.02,0.02,18,"img/line/line/s0.1m-0.1/",0
"990",0.1,"quad",0.2,"P3","scatter",0.04,0.04,20,"img/quad/scatter/s0.1m0.2/",0
"991",0.2,"trig",-0.8,"P3","scatter",-0.18,0.18,21,"img/trig/scatter/s0.2m-0.8/",0
"992",0.15,"quad",-0.8,"P3","line",0,0,22,"img/quad/line/s0.15m-0.8/",0
"993",0.05,"line",0.8,"P3","scatter",0.03,0.03,23,"img/line/scatter/s0.05m0.8/",0
"994",0.05,"trig",-0.8,"P3","area",0.01,0.01,24,"img/trig/area/s0.05m-0.8/",0
"995",0.15,"line",-0.8,"P3","area",0.08,0.08,25,"img/line/area/s0.15m-0.8/",0
"996",0.1,"quad",0.8,"P3","scatter",0.13,0.13,26,"img/quad/scatter/s0.1m0.8/",0
"997",0.05,"trig",0.8,"P3","line",0.06,0.06,27,"img/trig/line/s0.05m0.8/",0
"998",0.1,"quad",0.2,"P3","area",0.04,0.04,28,"img/quad/area/s0.1m0.2/",0
"999",0.2,"line",-0.8,"P3","area",-0.16,0.16,29,"img/line/area/s0.2m-0.8/",0
"1000",0.1,"trig",0.8,"P3","area",0.05,0.05,30,"img/trig/area/s0.1m0.8/",0
"1001",0.1,"line",-0.2,"P3","line",-0.04,0.04,31,"img/line/line/s0.1m-0.2/",0
"1002",0.15,"quad",-0.1,"P3","area",0.06,0.06,32,"img/quad/area/s0.15m-0.1/",0
"1003",0.2,"trig",0.4,"P3","scatter",0.14,0.14,33,"img/trig/scatter/s0.2m0.4/",0
"1004",0.05,"quad",0.2,"P3","line",0.01,0.01,34,"img/quad/line/s0.05m0.2/",0
"1005",0.15,"line",-0.4,"P3","area",-0.02,0.02,35,"img/line/area/s0.15m-0.4/",0
"1006",0.1,"trig",0.4,"P3","area",0.05,0.05,36,"img/trig/area/s0.1m0.4/",0
"1007",0.1,"line",0.4,"P3","line",0,0,37,"img/line/line/s0.1m0.4/",0
"1008",0.05,"line",-0.2,"P3","area",-0.06,0.06,38,"img_validation/line/area/s0.05m-0.2/",1
"1009",0.15,"quad",-0.8,"P3","scatter",-0.16,0.16,39,"img/quad/scatter/s0.15m-0.8/",0
"1010",0.05,"trig",-0.4,"P3","scatter",0,0,40,"img/trig/scatter/s0.05m-0.4/",0
"1011",0.2,"quad",-0.2,"P3","area",-0.02,0.02,41,"img/quad/area/s0.2m-0.2/",0
"1012",0.2,"line",0.8,"P3","scatter",0.04,0.04,42,"img/line/scatter/s0.2m0.8/",0
"1013",0.15,"trig",0.2,"P3","area",0.01,0.01,43,"img/trig/area/s0.15m0.2/",0
"1014",0.2,"line",0.4,"P3","line",0.11,0.11,44,"img/line/line/s0.2m0.4/",0
"1015",0.15,"quad",0.1,"P3","line",0.08,0.08,45,"img/quad/line/s0.15m0.1/",0
"1016",0.2,"trig",0.8,"P3","line",-0.04,0.04,46,"img/trig/line/s0.2m0.8/",0
"1017",0.15,"quad",0.4,"P3","line",0.04,0.04,47,"img/quad/line/s0.15m0.4/",0
"1018",0.05,"line",-0.8,"P3","scatter",-0.01,0.01,48,"img/line/scatter/s0.05m-0.8/",0
"1019",0.05,"trig",-0.4,"P3","area",0,0,49,"img/trig/area/s0.05m-0.4/",0
"1020",0.1,"line",-0.2,"P3","scatter",-0.04,0.04,50,"img/line/scatter/s0.1m-0.2/",0
"1021",0.15,"quad",0.8,"P3","area",0.21,0.21,51,"img/quad/area/s0.15m0.8/",0
"1022",0.2,"trig",0.1,"P3","line",0.09,0.09,52,"img/trig/line/s0.2m0.1/",0
"1023",0.1,"quad",-0.8,"P3","scatter",-0.05,0.05,53,"img/quad/scatter/s0.1m-0.8/",0
"1024",0.2,"line",-0.8,"P3","line",-0.05,0.05,54,"img/line/line/s0.2m-0.8/",0
"1025",0.2,"trig",0.1,"P3","area",0.08,0.08,55,"img/trig/area/s0.2m0.1/",0
"1026",0.05,"line",-0.2,"P3","area",-0.05,0.05,56,"img/line/area/s0.05m-0.2/",0
"1027",0.2,"quad",-0.2,"P3","scatter",-0.21,0.21,58,"img/quad/scatter/s0.2m-0.2/",0
"1028",0.1,"trig",-0.4,"P3","scatter",-0.03,0.03,59,"img/trig/scatter/s0.1m-0.4/",0
"1029",0.2,"quad",0.8,"P3","area",0.07,0.07,60,"img/quad/area/s0.2m0.8/",0
"1030",0.15,"line",-0.2,"P3","scatter",-0.16,0.16,61,"img/line/scatter/s0.15m-0.2/",0
"1031",0.1,"trig",-0.8,"P3","line",-0.02,0.02,62,"img/trig/line/s0.1m-0.8/",0
"1032",0.1,"line",0.2,"P3","line",0.02,0.02,63,"img/line/line/s0.1m0.2/",0
"1033",0.1,"quad",-0.8,"P3","area",0,0,64,"img/quad/area/s0.1m-0.8/",0
"1034",0.05,"trig",-0.4,"P3","line",0.01,0.01,65,"img/trig/line/s0.05m-0.4/",0
"1035",0.05,"quad",-0.1,"P3","scatter",0.01,0.01,66,"img/quad/scatter/s0.05m-0.1/",0
"1036",0.1,"line",-0.1,"P3","scatter",-0.1,0.1,67,"img/line/scatter/s0.1m-0.1/",0
"1037",0.15,"trig",0.2,"P3","line",0.22,0.22,68,"img/trig/line/s0.15m0.2/",0
"1038",0.05,"line",0.4,"P3","area",0.02,0.02,69,"img/line/area/s0.05m0.4/",0
"1039",0.15,"quad",0.8,"P3","scatter",0.05,0.05,70,"img/quad/scatter/s0.15m0.8/",0
"1040",0.1,"trig",-0.4,"P3","line",-0.04,0.04,71,"img/trig/line/s0.1m-0.4/",0
"1041",0.15,"quad",-0.4,"P3","line",-0.03,0.03,72,"img/quad/line/s0.15m-0.4/",0
"1042",0.1,"line",-0.4,"P3","area",0.04,0.04,73,"img/line/area/s0.1m-0.4/",0
"1043",0.2,"trig",0.2,"P3","area",0.09,0.09,74,"img/trig/area/s0.2m0.2/",0
"1044",0.15,"line",0.1,"P3","area",0.02,0.02,75,"img/line/area/s0.15m0.1/",0
"1045",0.2,"quad",-0.4,"P3","area",-0.08,0.08,77,"img/quad/area/s0.2m-0.4/",0
"1046",0.1,"trig",0.8,"P3","line",-0.02,0.02,78,"img/trig/line/s0.1m0.8/",0
"1047",0.15,"quad",0.1,"P3","scatter",0.01,0.01,79,"img/quad/scatter/s0.15m0.1/",0
"1048",0.2,"line",0.1,"P3","scatter",-0.2,0.2,80,"img/line/scatter/s0.2m0.1/",0
"1049",0.2,"trig",-0.1,"P3","scatter",-0.3,0.3,81,"img/trig/scatter/s0.2m-0.1/",0
"1050",0.05,"line",-0.2,"P3","scatter",-0.02,0.02,82,"img/line/scatter/s0.05m-0.2/",0
"1051",0.15,"quad",-0.1,"P3","line",0.17,0.17,83,"img/quad/line/s0.15m-0.1/",0
